unit, 2018/z3, 2018/cvc4, 2018/altergo, 2019/z3, 2019/cvc4, 2019/altergo, 2020/z3, 2020/cvc4, 2020/altergo, 
is_heap_p, 7, 0, 1, 0, 0, 1, 0, 0, 1, 
make_heap_p, 0, 8, 22, 0, 2, 39, 3, 21, 47, 
pop_heap_p, 21, 2, 27, 2, 10, 18, 2, 1, 36, 
push_heap_p, 9, 0, 27, 2, 0, 3, 10, 0, 24, 
sort_heap_p, 0, 0, 18, 0, 3, 3, 1, 0, 15, 
total, 21, 8, 27, 2, 10, 39, 10, 21, 47, 

, 2018, 2019, 2020, 
z3, 21, 2, 10, 
cvc4, 8, 10, 21, 
altergo, 27, 39, 47, 
