unit, 2018/z3, 2018/cvc4, 2018/altergo, 2018/z3+cvc4, 2018/cvc4+altergo, 2018/altergo+z3, 2018, 2019/z3, 2019/cvc4, 2019/altergo, 2019/z3+cvc4, 2019/cvc4+altergo, 2019/altergo+z3, 2019, 2020/z3, 2020/cvc4, 2020/altergo, 2020/z3+cvc4, 2020/cvc4+altergo, 2020/altergo+z3, 2020, 
accumulate_naive_p, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 
accumulate_p, 0, 1, 1, 0, 1, 0, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
adjacent_difference_p, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
inner_product_p, 3, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 
iota_p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
numeric_inv, 4, 9, 8, 4, 7, 4, 4, 7, 10, 5, 7, 5, 4, 4, 5, 9, 4, 5, 4, 4, 4, 
partial_sum_p, 1, 4, 1, 1, 1, 0, 0, 4, 4, 2, 4, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 
total, 9, 18, 13, 8, 12, 7, 7, 19, 18, 11, 15, 11, 10, 10, 11, 18, 10, 11, 10, 10, 10, 

, 2018, 2019, 2020, 
z3, 9, 19, 11, 
cvc4, 18, 18, 18, 
altergo, 13, 11, 10, 
z3+cvc4, 8, 15, 11, 
cvc4+altergo, 12, 11, 10, 
altergo+z3, 7, 10, 10, 
all, 7, 10, 10, 
