unit, 2018/z3, 2018/cvc4, 2018/altergo, 2018/z3+cvc4, 2018/cvc4+altergo, 2018/altergo+z3, 2018, 2019/z3, 2019/cvc4, 2019/altergo, 2019/z3+cvc4, 2019/cvc4+altergo, 2019/altergo+z3, 2019, 2020/z3, 2020/cvc4, 2020/altergo, 2020/z3+cvc4, 2020/cvc4+altergo, 2020/altergo+z3, 2020, 
binary_search_algorithms, 1, 1, 20, 1, 1, 1, 1, 1, 3, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 
classic_sorting_algorithms, 0, 4, 9, 0, 1, 0, 0, 1, 8, 2, 1, 1, 0, 0, 0, 4, 2, 0, 1, 0, 0, 
heap_algorithms, 0, 9, 14, 0, 4, 0, 0, 7, 14, 9, 2, 1, 1, 0, 3, 5, 13, 1, 2, 0, 0, 
lemmas, 1, 13, 7, 1, 7, 1, 1, 16, 15, 3, 8, 2, 3, 2, 3, 12, 4, 1, 2, 1, 1, 
max_min_algorithms, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
mutating_algorithms, 6, 17, 2, 2, 2, 2, 2, 17, 17, 3, 8, 2, 2, 2, 7, 18, 2, 2, 2, 2, 2, 
non_mutating_algorithms, 7, 17, 30, 7, 14, 7, 7, 15, 19, 4, 13, 4, 4, 4, 11, 16, 5, 10, 5, 5, 5, 
numeric_algorithms, 9, 18, 13, 8, 12, 7, 7, 19, 18, 11, 15, 11, 10, 10, 11, 18, 10, 11, 10, 10, 10, 
sorting_algorithms, 0, 11, 2, 0, 0, 0, 0, 4, 10, 3, 4, 1, 1, 1, 3, 10, 2, 3, 1, 1, 1, 
total, 24, 90, 103, 19, 41, 18, 18, 80, 104, 35, 52, 22, 21, 19, 39, 84, 39, 29, 23, 19, 19, 

, 2018, 2019, 2020, 
z3, 24, 80, 39, 
cvc4, 90, 104, 84, 
altergo, 103, 35, 39, 
z3+cvc4, 19, 52, 29, 
cvc4+altergo, 41, 22, 23, 
altergo+z3, 18, 21, 19, 
all, 18, 19, 19, 
