unit, 2018/z3, 2018/cvc4, 2018/altergo, 2018/z3+cvc4, 2018/cvc4+altergo, 2018/altergo+z3, 2018, 2019/z3, 2019/cvc4, 2019/altergo, 2019/z3+cvc4, 2019/cvc4+altergo, 2019/altergo+z3, 2019, 2020/z3, 2020/cvc4, 2020/altergo, 2020/z3+cvc4, 2020/cvc4+altergo, 2020/altergo+z3, 2020, 
classic_lemmas, 1, 8, 4, 1, 4, 1, 1, 9, 8, 2, 5, 2, 2, 2, 1, 7, 3, 1, 2, 1, 1, 
partial_sort_lemmas, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
pop_heap_lemmas, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
push_heap_lemmas, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 
remove_copy_lemmas, 0, 2, 2, 0, 2, 0, 0, 3, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 
shuffle_lemmas, 0, 2, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
total, 1, 13, 7, 1, 7, 1, 1, 16, 15, 3, 8, 2, 3, 2, 3, 12, 4, 1, 2, 1, 1, 

, 2018, 2019, 2020, 
z3, 1, 16, 3, 
cvc4, 13, 15, 12, 
altergo, 7, 3, 4, 
z3+cvc4, 1, 8, 1, 
cvc4+altergo, 7, 2, 2, 
altergo+z3, 1, 3, 1, 
all, 1, 2, 1, 
