unit, 2018/z3, 2018/cvc4, 2018/altergo, 2018/z3+cvc4, 2018/cvc4+altergo, 2018/altergo+z3, 2018, 2019/z3, 2019/cvc4, 2019/altergo, 2019/z3+cvc4, 2019/cvc4+altergo, 2019/altergo+z3, 2019, 2020/z3, 2020/cvc4, 2020/altergo, 2020/z3+cvc4, 2020/cvc4+altergo, 2020/altergo+z3, 2020, 
a-cofuse, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
a-cofuve, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
binary_trees, 14, 9, 47, 5, 8, 13, 4, 17, 9, 16, 4, 6, 5, 3, 17, 11, 22, 3, 6, 7, 2, 
red_black_trees, 18, 33, 77, 17, 34, 17, 16, 5, 15, 61, 4, 15, 4, 4, 28, 21, 68, 17, 21, 26, 18, 
search_trees, 22, 32, 88, 22, 31, 21, 20, 20, 29, 42, 17, 25, 13, 13, 29, 41, 56, 25, 33, 19, 18, 
tree_model, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
total, 54, 74, 212, 44, 73, 51, 40, 42, 53, 119, 25, 46, 22, 20, 74, 73, 146, 45, 60, 52, 38, 

, 2018, 2019, 2020, 
z3, 54, 42, 74, 
cvc4, 74, 53, 73, 
altergo, 212, 119, 146, 
z3+cvc4, 44, 25, 45, 
cvc4+altergo, 73, 46, 60, 
altergo+z3, 51, 22, 52, 
all, 40, 20, 38, 
