unit, 2018/z3, 2018/cvc4, 2018/altergo, 2018/z3+cvc4, 2018/cvc4+altergo, 2018/altergo+z3, 2018, 2019/z3, 2019/cvc4, 2019/altergo, 2019/z3+cvc4, 2019/cvc4+altergo, 2019/altergo+z3, 2019, 2020/z3, 2020/cvc4, 2020/altergo, 2020/z3+cvc4, 2020/cvc4+altergo, 2020/altergo+z3, 2020, 
binary_search_algorithms, 1, 1, 20, 1, 1, 1, 1, 1, 3, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 
classic_sorting_algorithms, 0, 4, 9, 0, 1, 0, 0, 1, 7, 2, 0, 1, 0, 0, 0, 4, 2, 0, 1, 0, 0, 
heap_algorithms, 0, 8, 15, 0, 2, 0, 0, 7, 16, 10, 3, 2, 1, 0, 4, 5, 16, 1, 1, 1, 0, 
lemmas, 0, 10, 4, 0, 4, 0, 0, 17, 11, 1, 3, 0, 1, 0, 2, 8, 3, 0, 0, 1, 0, 
max_min_algorithms, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
mutating_algorithms, 6, 17, 2, 2, 2, 2, 2, 17, 17, 3, 8, 2, 2, 2, 8, 19, 2, 3, 2, 2, 2, 
non_mutating_algorithms, 5, 16, 30, 5, 13, 5, 5, 13, 19, 3, 11, 3, 2, 2, 8, 16, 3, 8, 3, 2, 2, 
numeric_algorithms, 5, 13, 6, 2, 4, 2, 2, 20, 18, 4, 14, 4, 3, 3, 6, 14, 3, 6, 3, 3, 3, 
sorting_algorithms, 0, 11, 3, 0, 1, 0, 0, 4, 10, 3, 4, 1, 1, 1, 3, 10, 2, 3, 1, 1, 1, 
total, 17, 80, 95, 10, 28, 10, 10, 80, 101, 26, 44, 13, 10, 8, 32, 77, 32, 22, 11, 10, 8, 

, 2018, 2019, 2020, 
z3, 17, 80, 32, 
cvc4, 80, 101, 77, 
altergo, 95, 26, 32, 
z3+cvc4, 10, 44, 22, 
cvc4+altergo, 28, 13, 11, 
altergo+z3, 10, 10, 10, 
all, 10, 8, 8, 
