unit, 2018/z3, 2018/cvc4, 2018/altergo, 2018/z3+cvc4, 2018/cvc4+altergo, 2018/altergo+z3, 2018, 2019/z3, 2019/cvc4, 2019/altergo, 2019/z3+cvc4, 2019/cvc4+altergo, 2019/altergo+z3, 2019, 2020/z3, 2020/cvc4, 2020/altergo, 2020/z3+cvc4, 2020/cvc4+altergo, 2020/altergo+z3, 2020, 
classic_lemmas, 0, 6, 1, 0, 1, 0, 0, 10, 5, 0, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 
partial_sort_lemmas, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
pop_heap_lemmas, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
push_heap_lemmas, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 
remove_copy_lemmas, 0, 2, 2, 0, 2, 0, 0, 3, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1, 0, 
shuffle_lemmas, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
total, 0, 10, 4, 0, 4, 0, 0, 17, 11, 1, 3, 0, 1, 0, 2, 8, 3, 0, 0, 1, 0, 

, 2018, 2019, 2020, 
z3, 0, 17, 2, 
cvc4, 10, 11, 8, 
altergo, 4, 1, 3, 
z3+cvc4, 0, 3, 0, 
cvc4+altergo, 4, 0, 0, 
altergo+z3, 0, 1, 1, 
all, 0, 0, 0, 
