unit, 2018/z3, 2018/cvc4, 2018/altergo, 2019/z3, 2019/cvc4, 2019/altergo, 2020/z3, 2020/cvc4, 2020/altergo, 
is_heap_p, 4, 0, 2, 0, 0, 1, 0, 0, 1, 
make_heap_p, 0, 33, 34, 0, 2, 41, 0, 3, 14, 
pop_heap_p, 3, 29, 25, 1, 3, 13, 1, 4, 58, 
push_heap_p, 9, 0, 24, 2, 0, 2, 7, 1, 28, 
sort_heap_p, 0, 0, 15, 1, 3, 3, 1, 0, 14, 
total, 9, 33, 34, 2, 3, 41, 7, 4, 58, 

, 2018, 2019, 2020, 
z3, 9, 2, 7, 
cvc4, 33, 3, 4, 
altergo, 34, 41, 58, 
