unit, 2018/z3, 2018/cvc4, 2018/altergo, 2018/z3+cvc4, 2018/cvc4+altergo, 2018/altergo+z3, 2018, 2019/z3, 2019/cvc4, 2019/altergo, 2019/z3+cvc4, 2019/cvc4+altergo, 2019/altergo+z3, 2019, 2020/z3, 2020/cvc4, 2020/altergo, 2020/z3+cvc4, 2020/cvc4+altergo, 2020/altergo+z3, 2020, 
accumulate_naive_p, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
accumulate_p, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
adjacent_difference_p, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
inner_product_p, 3, 0, 0, 0, 0, 0, 0, 4, 2, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 
iota_p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
numeric_inv, 2, 8, 6, 2, 4, 2, 2, 7, 10, 3, 7, 3, 3, 3, 4, 8, 3, 4, 3, 3, 3, 
partial_sum_p, 0, 4, 0, 0, 0, 0, 0, 5, 5, 1, 4, 1, 0, 0, 1, 4, 0, 1, 0, 0, 0, 
total, 5, 13, 6, 2, 4, 2, 2, 20, 18, 4, 14, 4, 3, 3, 6, 14, 3, 6, 3, 3, 3, 

, 2018, 2019, 2020, 
z3, 5, 20, 6, 
cvc4, 13, 18, 14, 
altergo, 6, 4, 3, 
z3+cvc4, 2, 14, 6, 
cvc4+altergo, 4, 4, 3, 
altergo+z3, 2, 3, 3, 
all, 2, 3, 3, 
